game_id,turn_index,current_player,opponent_player,n,k,board_before_move,move_row,move_col,blocked_windows,empty_cells,my_center_control,my_immediate_wins,my_marks,my_open_1,my_open_2,my_open_lines,my_two_way_threats,my_winning_windows,neutral_windows,opp_center_control,opp_immediate_wins,opp_marks,opp_open_1,opp_open_2,opp_open_lines,opp_two_way_threats,opp_winning_windows,total_windows,final_winner,final_outcome
64,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",3,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
64,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,""O""]]",1,2,0,14,1,0,1,7,0,7,3,0,14,0,0,1,3,0,3,0,0,24,X,1
64,3,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,""X"",null,null],[null,null,null,""O""]]",1,0,0,13,0,0,1,3,0,3,0,0,9,2,2,2,10,2,12,6,0,24,X,-1
64,4,X,O,4,3,"[[null,null,null,null],[""O"",null,""X"",null],[null,""X"",null,null],[null,null,null,""O""]]",0,3,2,12,2,2,2,8,2,10,4,0,7,0,0,2,5,0,5,1,0,24,X,1
65,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
65,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,""X"",null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
65,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""O"",null],[null,""X"",null,null]]",0,2,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,3,0,24,O,-1
65,3,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,null,""O"",null],[null,""X"",null,null]]",1,1,2,13,1,0,1,5,0,5,2,0,11,0,0,2,6,0,6,3,0,24,O,1
65,4,X,O,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[null,null,""O"",null],[null,""X"",null,null]]",1,2,4,12,0,0,2,4,0,4,2,0,8,2,2,2,6,2,8,2,0,24,O,-1
65,5,O,X,4,3,"[[null,null,""X"",null],[null,""O"",""X"",null],[null,null,""O"",null],[null,""X"",null,null]]",0,0,7,11,2,2,2,3,2,5,1,0,5,1,0,3,7,0,7,5,0,24,O,1
66,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
66,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",0,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
66,2,X,O,4,3,"[[""O"",null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,2,0,14,1,0,1,7,0,7,3,0,14,0,0,1,3,0,3,0,0,24,X,1
66,3,O,X,4,3,"[[""O"",null,null,null],[null,null,""X"",null],[null,null,""X"",null],[null,null,null,null]]",3,2,1,13,0,0,1,2,0,2,0,0,10,2,2,2,9,2,11,4,0,24,X,-1
66,4,X,O,4,3,"[[""O"",null,null,null],[null,null,""X"",null],[null,null,""X"",null],[null,null,""O"",null]]",0,2,2,12,2,1,2,9,1,10,4,0,7,0,0,2,5,0,5,2,0,24,X,1
67,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
67,1,O,X,4,3,"[[null,""X"",null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
67,2,X,O,4,3,"[[null,""X"",null,null],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",0,0,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,2,0,24,O,-1
67,3,O,X,4,3,"[[""X"",""X"",null,null],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",0,2,1,13,1,0,1,6,0,6,2,0,12,0,1,2,4,1,5,1,0,24,O,1
67,4,X,O,4,3,"[[""X"",""X"",""O"",null],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",0,3,3,12,0,0,2,3,0,3,0,0,10,1,0,2,8,0,8,4,0,24,O,-1
67,5,O,X,4,3,"[[""X"",""X"",""O"",""X""],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",2,2,4,11,1,0,2,7,0,7,4,0,9,0,0,3,4,0,4,1,0,24,O,1
67,6,X,O,4,3,"[[""X"",""X"",""O"",""X""],[null,null,null,null],[null,""O"",""O"",null],[null,null,null,null]]",3,1,5,10,0,0,3,3,0,3,1,0,6,2,3,3,7,3,10,5,0,24,O,-1
67,7,O,X,4,3,"[[""X"",""X"",""O"",""X""],[null,null,null,null],[null,""O"",""O"",null],[null,""X"",null,null]]",1,2,7,9,2,3,3,5,3,8,4,0,4,0,0,4,5,0,5,2,0,24,O,1
68,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
68,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",0,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
68,2,X,O,4,3,"[[""O"",null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,2,0,14,1,0,1,7,0,7,3,0,14,0,0,1,3,0,3,0,0,24,X,1
68,3,O,X,4,3,"[[""O"",null,null,null],[null,null,""X"",null],[null,null,""X"",null],[null,null,null,null]]",0,2,1,13,0,0,1,2,0,2,0,0,10,2,2,2,9,2,11,4,0,24,X,-1
68,4,X,O,4,3,"[[""O"",null,""O"",null],[null,null,""X"",null],[null,null,""X"",null],[null,null,null,null]]",3,2,2,12,2,1,2,9,1,10,4,0,8,0,1,2,3,1,4,2,0,24,X,1
69,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
69,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,O,1
69,2,X,O,4,3,"[[null,null,null,null],[null,""X"",""O"",null],[null,null,null,null],[null,null,null,null]]",2,3,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,O,-1
69,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""O"",null],[null,null,null,""X""],[null,null,null,null]]",2,1,3,13,1,0,1,4,0,4,2,0,9,1,0,2,8,0,8,4,0,24,O,1
69,4,X,O,4,3,"[[null,null,null,null],[null,""X"",""O"",null],[null,""O"",null,""X""],[null,null,null,null]]",3,2,6,12,1,0,2,5,0,5,3,0,7,2,2,2,4,2,6,2,0,24,O,-1
69,5,O,X,4,3,"[[null,null,null,null],[null,""X"",""O"",null],[null,""O"",null,""X""],[null,null,""X"",null]]",0,3,8,11,2,2,2,2,2,4,1,0,5,1,0,3,7,0,7,4,0,24,O,1
70,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
70,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",1,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
70,2,X,O,4,3,"[[null,null,null,null],[null,null,""X"",""O""],[null,null,null,null],[null,null,null,null]]",1,1,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
70,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""X"",""O""],[null,null,null,null],[null,null,null,null]]",3,0,1,13,0,0,1,3,0,3,1,0,9,2,1,2,10,1,11,4,0,24,X,-1
70,4,X,O,4,3,"[[null,null,null,null],[null,""X"",""X"",""O""],[null,null,null,null],[""O"",null,null,null]]",1,0,2,12,2,1,2,9,1,10,4,0,7,0,0,2,5,0,5,2,0,24,X,1
71,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,3,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
71,1,O,X,4,3,"[[null,null,null,null],[null,null,null,""X""],[null,null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
71,2,X,O,4,3,"[[null,null,null,null],[null,""O"",null,""X""],[null,null,null,null],[null,null,null,null]]",2,3,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,2,0,24,O,-1
71,3,O,X,4,3,"[[null,null,null,null],[null,""O"",null,""X""],[null,null,null,""X""],[null,null,null,null]]",0,3,1,13,1,0,1,6,0,6,2,0,12,0,2,2,3,2,5,1,0,24,O,1
71,4,X,O,4,3,"[[null,null,null,""O""],[null,""O"",null,""X""],[null,null,null,""X""],[null,null,null,null]]",0,1,2,12,0,1,2,3,1,4,1,0,10,1,0,2,8,0,8,5,0,24,O,-1
71,5,O,X,4,3,"[[null,""X"",null,""O""],[null,""O"",null,""X""],[null,null,null,""X""],[null,null,null,null]]",1,2,4,11,1,0,2,6,0,6,3,0,9,0,2,3,3,2,5,1,0,24,O,1
71,6,X,O,4,3,"[[null,""X"",null,""O""],[null,""O"",""O"",""X""],[null,null,null,""X""],[null,null,null,null]]",3,0,5,10,0,1,3,3,1,4,1,0,6,2,2,3,7,2,9,3,0,24,O,-1
71,7,O,X,4,3,"[[null,""X"",null,""O""],[null,""O"",""O"",""X""],[null,null,null,""X""],[""X"",null,null,null]]",1,0,6,9,2,2,3,6,2,8,3,0,4,0,1,4,5,1,6,2,0,24,O,1
72,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
72,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",3,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
72,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,""O""]]",1,2,0,14,1,0,1,7,0,7,3,0,14,0,0,1,3,0,3,0,0,24,X,1
72,3,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,""X"",null,null],[null,null,null,""O""]]",0,3,0,13,0,0,1,3,0,3,0,0,9,2,2,2,10,2,12,6,0,24,X,-1
72,4,X,O,4,3,"[[null,null,null,""O""],[null,null,""X"",null],[null,""X"",null,null],[null,null,null,""O""]]",3,0,1,12,2,1,2,10,1,11,6,0,7,0,0,2,5,0,5,2,0,24,X,1
73,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
73,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""X"",null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,O,1
73,2,X,O,4,3,"[[null,null,null,null],[null,""O"",null,null],[null,null,""X"",null],[null,null,null,null]]",1,0,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,O,-1
73,3,O,X,4,3,"[[null,null,null,null],[""X"",""O"",null,null],[null,null,""X"",null],[null,null,null,null]]",2,1,3,13,1,0,1,4,0,4,1,0,9,1,0,2,8,0,8,4,0,24,O,1
73,4,X,O,4,3,"[[null,null,null,null],[""X"",""O"",null,null],[null,""O"",""X"",null],[null,null,null,null]]",0,2,6,12,1,0,2,5,0,5,2,0,7,2,2,2,4,2,6,1,0,24,O,-1
73,5,O,X,4,3,"[[null,null,""X"",null],[""X"",""O"",null,null],[null,""O"",""X"",null],[null,null,null,null]]",0,1,7,11,2,2,2,3,2,5,1,0,5,1,1,3,6,1,7,4,0,24,O,1
74,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
74,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",1,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
74,2,X,O,4,3,"[[null,null,null,null],[null,null,null,""O""],[null,""X"",null,null],[null,null,null,null]]",1,2,0,14,1,0,1,7,0,7,3,0,13,0,0,1,4,0,4,1,0,24,X,1
74,3,O,X,4,3,"[[null,null,null,null],[null,null,""X"",""O""],[null,""X"",null,null],[null,null,null,null]]",3,3,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,6,0,24,X,-1
74,4,X,O,4,3,"[[null,null,null,null],[null,null,""X"",""O""],[null,""X"",null,null],[null,null,null,""O""]]",0,3,1,12,2,2,2,9,2,11,6,0,7,0,1,2,4,1,5,3,0,24,X,1
75,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
75,1,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
75,2,X,O,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[null,null,null,null],[null,null,null,null]]",2,1,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,3,0,24,O,-1
75,3,O,X,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[null,""X"",null,null],[null,null,null,null]]",1,2,3,13,1,0,1,4,0,4,2,0,9,1,0,2,8,0,8,4,0,24,O,1
75,4,X,O,4,3,"[[null,null,""X"",null],[null,""O"",""O"",null],[null,""X"",null,null],[null,null,null,null]]",0,1,6,12,1,0,2,5,0,5,2,0,7,2,2,2,4,2,6,1,0,24,O,-1
75,5,O,X,4,3,"[[null,""X"",""X"",null],[null,""O"",""O"",null],[null,""X"",null,null],[null,null,null,null]]",1,0,7,11,2,2,2,3,2,5,1,0,7,1,2,3,3,2,5,1,0,24,O,1
76,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
76,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
76,2,X,O,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,""O"",null,null],[null,null,null,null]]",2,2,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
76,3,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,""O"",""X"",null],[null,null,null,null]]",0,2,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
76,4,X,O,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,""O"",""X"",null],[null,null,null,null]]",3,2,5,12,2,1,2,6,1,7,2,0,6,1,0,2,6,0,6,2,0,24,X,1
77,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,3,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
77,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,""X""],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
77,2,X,O,4,3,"[[null,null,null,null],[null,""O"",null,null],[null,null,null,""X""],[null,null,null,null]]",0,3,0,14,0,0,1,4,0,4,1,0,13,1,0,1,7,0,7,3,0,24,O,-1
77,3,O,X,4,3,"[[null,null,null,""X""],[null,""O"",null,null],[null,null,null,""X""],[null,null,null,null]]",1,3,0,13,1,0,1,7,0,7,3,0,11,0,1,2,5,1,6,4,0,24,O,1
77,4,X,O,4,3,"[[null,null,null,""X""],[null,""O"",null,""O""],[null,null,null,""X""],[null,null,null,null]]",2,0,2,12,0,0,2,4,0,4,3,0,10,1,1,2,7,1,8,4,0,24,O,-1
77,5,O,X,4,3,"[[null,null,null,""X""],[null,""O"",null,""O""],[""X"",null,null,""X""],[null,null,null,null]]",1,2,3,11,1,1,2,6,1,7,4,0,7,0,0,3,7,0,7,5,0,24,O,1
78,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
78,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",0,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
78,2,X,O,4,3,"[[null,null,""O"",null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",1,2,0,14,1,0,1,7,0,7,3,0,13,0,0,1,4,0,4,1,0,24,X,1
78,3,O,X,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,""X"",null,null],[null,null,null,null]]",2,3,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,6,0,24,X,-1
78,4,X,O,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,""X"",null,""O""],[null,null,null,null]]",0,3,3,12,2,2,2,7,2,9,4,0,7,0,0,2,5,0,5,3,0,24,X,1
79,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
79,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
79,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",""O"",null],[null,null,null,null]]",3,2,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
79,3,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",""O"",null],[null,null,""X"",null]]",1,0,3,13,1,0,1,4,0,4,1,0,10,1,1,2,6,1,7,4,0,24,X,-1
79,4,X,O,4,3,"[[null,null,null,null],[""O"",null,null,null],[null,""X"",""O"",null],[null,null,""X"",null]]",3,1,4,12,1,0,2,6,0,6,4,0,7,1,0,2,7,0,7,4,0,24,X,1
79,5,O,X,4,3,"[[null,null,null,null],[""O"",null,null,null],[null,""X"",""O"",null],[null,""X"",""X"",null]]",1,1,5,11,1,0,2,6,0,6,4,0,7,1,3,3,3,3,6,3,0,24,X,-1
79,6,X,O,4,3,"[[null,null,null,null],[""O"",""O"",null,null],[null,""X"",""O"",null],[null,""X"",""X"",null]]",3,0,7,10,1,2,3,2,2,4,2,0,5,2,3,3,5,3,8,4,0,24,X,1
80,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
80,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",2,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
80,2,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,""O""],[null,null,null,null]]",2,2,0,14,1,0,1,7,0,7,3,0,13,0,0,1,4,0,4,1,0,24,X,1
80,3,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,""X"",""O""],[null,null,null,null]]",1,0,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,6,0,24,X,-1
80,4,X,O,4,3,"[[null,null,null,null],[""O"",""X"",null,null],[null,null,""X"",""O""],[null,null,null,null]]",0,0,2,12,2,2,2,8,2,10,6,0,6,0,0,2,6,0,6,2,0,24,X,1
81,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,3,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
81,1,O,X,4,3,"[[null,null,null,""X""],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,24,O,1
81,2,X,O,4,3,"[[null,null,null,""X""],[null,null,""O"",null],[null,null,null,null],[null,null,null,null]]",1,1,1,14,0,0,1,2,0,2,0,0,15,1,0,1,6,0,6,2,0,24,O,-1
81,3,O,X,4,3,"[[null,null,null,""X""],[null,""X"",""O"",null],[null,null,null,null],[null,null,null,null]]",2,1,3,13,1,0,1,4,0,4,1,0,10,1,0,2,7,0,7,4,0,24,O,1
81,4,X,O,4,3,"[[null,null,null,""X""],[null,""X"",""O"",null],[null,""O"",null,null],[null,null,null,null]]",0,1,5,12,1,0,2,5,0,5,2,0,7,2,1,2,6,1,7,3,0,24,O,-1
81,5,O,X,4,3,"[[null,""X"",null,""X""],[null,""X"",""O"",null],[null,""O"",null,null],[null,null,null,null]]",3,0,6,11,2,1,2,5,1,6,2,0,6,1,1,3,5,1,6,3,0,24,O,1
82,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
82,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",1,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
82,2,X,O,4,3,"[[null,null,null,null],[""O"",null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,1,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
82,3,O,X,4,3,"[[null,null,null,null],[""O"",null,""X"",null],[null,""X"",null,null],[null,null,null,null]]",3,0,2,13,0,0,1,2,0,2,1,0,10,2,2,2,8,2,10,4,0,24,X,-1
82,4,X,O,4,3,"[[null,null,null,null],[""O"",null,""X"",null],[null,""X"",null,null],[""O"",null,null,null]]",0,3,3,12,2,1,2,8,1,9,4,0,9,0,1,2,2,1,3,1,0,24,X,1
83,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
83,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
83,2,X,O,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,""O"",null],[null,null,null,null]]",1,1,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
83,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,null,""O"",null],[null,null,null,null]]",1,0,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
83,4,X,O,4,3,"[[null,null,null,null],[""O"",""X"",""X"",null],[null,null,""O"",null],[null,null,null,null]]",0,3,5,12,2,1,2,6,1,7,2,0,6,1,0,2,6,0,6,2,0,24,X,1
83,5,O,X,4,3,"[[null,null,null,""X""],[""O"",""X"",""X"",null],[null,null,""O"",null],[null,null,null,null]]",1,3,5,11,1,0,2,6,0,6,2,0,4,2,2,3,7,2,9,5,0,24,X,-1
83,6,X,O,4,3,"[[null,null,null,""X""],[""O"",""X"",""X"",""O""],[null,null,""O"",null],[null,null,null,null]]",2,1,7,10,2,1,3,6,1,7,3,0,3,1,1,3,6,1,7,3,0,24,X,1
84,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
84,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""X"",null],[null,null,null,null]]",1,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
84,2,X,O,4,3,"[[null,null,null,null],[""O"",null,null,null],[null,null,""X"",null],[null,null,null,null]]",1,1,0,14,1,0,1,7,0,7,3,0,13,0,0,1,4,0,4,1,0,24,X,1
84,3,O,X,4,3,"[[null,null,null,null],[""O"",""X"",null,null],[null,null,""X"",null],[null,null,null,null]]",0,1,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,6,0,24,X,-1
84,4,X,O,4,3,"[[null,""O"",null,null],[""O"",""X"",null,null],[null,null,""X"",null],[null,null,null,null]]",0,0,2,12,2,2,2,8,2,10,6,0,6,0,0,2,6,0,6,3,0,24,X,1
85,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
85,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,""X"",null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
85,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""O"",null,null],[null,""X"",null,null]]",0,0,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,2,0,24,O,-1
85,3,O,X,4,3,"[[""X"",null,null,null],[null,null,null,null],[null,""O"",null,null],[null,""X"",null,null]]",1,1,1,13,1,0,1,6,0,6,2,0,11,0,0,2,6,0,6,2,0,24,O,1
85,4,X,O,4,3,"[[""X"",null,null,null],[null,""O"",null,null],[null,""O"",null,null],[null,""X"",null,null]]",1,3,2,12,0,0,2,5,0,5,1,0,7,2,1,2,9,1,10,4,0,24,O,-1
85,5,O,X,4,3,"[[""X"",null,null,null],[null,""O"",null,""X""],[null,""O"",null,null],[null,""X"",null,null]]",0,1,3,11,2,1,2,8,1,9,4,0,5,0,1,3,6,1,7,3,0,24,O,1
86,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
86,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
86,2,X,O,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,""O""],[null,null,null,null]]",2,1,1,14,1,0,1,6,0,6,3,0,14,0,0,1,3,0,3,1,0,24,X,1
86,3,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,""X"",null,""O""],[null,null,null,null]]",0,2,2,13,0,0,1,2,0,2,1,0,10,2,2,2,8,2,10,4,0,24,X,-1
86,4,X,O,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,""X"",null,""O""],[null,null,null,null]]",0,3,3,12,2,2,2,7,2,9,4,0,7,0,0,2,5,0,5,3,0,24,X,1
