game_id,turn_index,current_player,opponent_player,n,k,board_before_move,move_row,move_col,blocked_windows,empty_cells,my_center_control,my_immediate_wins,my_marks,my_open_1,my_open_2,my_open_lines,my_two_way_threats,my_winning_windows,neutral_windows,opp_center_control,opp_immediate_wins,opp_marks,opp_open_1,opp_open_2,opp_open_lines,opp_two_way_threats,opp_winning_windows,total_windows,final_winner,final_outcome
0,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
0,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",0,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
0,2,X,O,4,3,"[[""O"",null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",2,2,1,14,1,0,1,6,0,6,2,0,15,0,0,1,2,0,2,0,0,24,X,1
0,3,O,X,4,3,"[[""O"",null,null,null],[null,""X"",null,null],[null,null,""X"",null],[null,null,null,null]]",1,2,1,13,0,0,1,2,0,2,0,0,10,2,1,2,10,1,11,6,0,24,X,-1
0,4,X,O,4,3,"[[""O"",null,null,null],[null,""X"",""O"",null],[null,null,""X"",null],[null,null,null,null]]",3,3,5,12,2,1,2,6,1,7,3,0,7,1,0,2,5,0,5,2,0,24,X,1
1,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,3,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
1,1,O,X,4,3,"[[null,null,null,null],[null,null,null,""X""],[null,null,null,null],[null,null,null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
1,2,X,O,4,3,"[[null,null,null,null],[null,null,""O"",""X""],[null,null,null,null],[null,null,null,null]]",0,2,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,2,0,24,O,-1
1,3,O,X,4,3,"[[null,null,""X"",null],[null,null,""O"",""X""],[null,null,null,null],[null,null,null,null]]",2,2,2,13,1,0,1,5,0,5,1,0,11,0,0,2,6,0,6,3,0,24,O,1
1,4,X,O,4,3,"[[null,null,""X"",null],[null,null,""O"",""X""],[null,null,""O"",null],[null,null,null,null]]",0,1,3,12,0,0,2,5,0,5,3,0,7,2,1,2,8,1,9,3,0,24,O,-1
1,5,O,X,4,3,"[[null,""X"",""X"",null],[null,null,""O"",""X""],[null,null,""O"",null],[null,null,null,null]]",3,2,4,11,2,1,2,7,1,8,2,0,6,0,2,3,4,2,6,3,0,24,O,1
2,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
2,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
2,2,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,""O"",null],[null,null,null,null]]",2,1,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
2,3,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,""X"",""O"",null],[null,null,null,null]]",0,0,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
2,4,X,O,4,3,"[[""O"",null,null,null],[null,""X"",null,null],[null,""X"",""O"",null],[null,null,null,null]]",0,1,4,12,2,2,2,6,2,8,2,0,7,1,0,2,5,0,5,2,0,24,X,1
3,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,0,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
3,1,O,X,4,3,"[[""X"",null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,24,O,1
3,2,X,O,4,3,"[[""X"",null,null,null],[null,""O"",null,null],[null,null,null,null],[null,null,null,null]]",1,0,1,14,0,0,1,2,0,2,0,0,15,1,0,1,6,0,6,2,0,24,O,-1
3,3,O,X,4,3,"[[""X"",null,null,null],[""X"",""O"",null,null],[null,null,null,null],[null,null,null,null]]",2,0,2,13,1,0,1,5,0,5,1,0,13,0,1,2,3,1,4,1,0,24,O,1
3,4,X,O,4,3,"[[""X"",null,null,null],[""X"",""O"",null,null],[""O"",null,null,null],[null,null,null,null]]",1,2,4,12,0,0,2,2,0,2,0,0,12,1,1,2,5,1,6,2,0,24,O,-1
3,5,O,X,4,3,"[[""X"",null,null,null],[""X"",""O"",""X"",null],[""O"",null,null,null],[null,null,null,null]]",0,2,5,11,1,1,2,4,1,5,2,0,7,1,0,3,7,0,7,5,0,24,O,1
4,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
4,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
4,2,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,""O"",null,null],[null,null,null,null]]",1,2,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
4,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,""O"",null,null],[null,null,null,null]]",3,2,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
4,4,X,O,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,""O"",null,null],[null,null,""O"",null]]",1,0,5,12,2,2,2,5,2,7,2,0,7,1,1,2,4,1,5,2,0,24,X,1
5,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
5,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,""X"",null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
5,2,X,O,4,3,"[[null,null,null,null],[null,null,""O"",null],[null,null,null,null],[null,""X"",null,null]]",2,0,0,14,0,0,1,4,0,4,1,0,13,1,0,1,7,0,7,3,0,24,O,-1
5,3,O,X,4,3,"[[null,null,null,null],[null,null,""O"",null],[""X"",null,null,null],[null,""X"",null,null]]",2,2,0,13,1,0,1,7,0,7,3,0,9,0,0,2,8,0,8,6,0,24,O,1
5,4,X,O,4,3,"[[null,null,null,null],[null,null,""O"",null],[""X"",null,""O"",null],[null,""X"",null,null]]",1,0,2,12,0,0,2,6,0,6,4,0,6,2,2,2,8,2,10,3,0,24,O,-1
5,5,O,X,4,3,"[[null,null,null,null],[""X"",null,""O"",null],[""X"",null,""O"",null],[null,""X"",null,null]]",0,2,3,11,2,2,2,7,2,9,3,0,5,0,2,3,5,2,7,4,0,24,O,1
6,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
6,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",3,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
6,2,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,""O"",null,null]]",1,2,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
6,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,null,null,null],[null,""O"",null,null]]",3,2,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,4,0,24,X,-1
6,4,X,O,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,null,null,null],[null,""O"",""O"",null]]",1,0,2,12,2,2,2,8,2,10,4,0,8,0,2,2,2,2,4,0,0,24,X,1
7,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
7,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,""X"",null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
7,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""O"",null,null],[null,""X"",null,null]]",1,0,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,2,0,24,O,-1
7,3,O,X,4,3,"[[null,null,null,null],[""X"",null,null,null],[null,""O"",null,null],[null,""X"",null,null]]",1,1,2,13,1,0,1,5,0,5,2,0,11,0,0,2,6,0,6,3,0,24,O,1
7,4,X,O,4,3,"[[null,null,null,null],[""X"",""O"",null,null],[null,""O"",null,null],[null,""X"",null,null]]",0,3,3,12,0,0,2,5,0,5,3,0,7,2,1,2,8,1,9,3,0,24,O,-1
7,5,O,X,4,3,"[[null,null,null,""X""],[""X"",""O"",null,null],[null,""O"",null,null],[null,""X"",null,null]]",0,1,4,11,2,1,2,7,1,8,3,0,5,0,0,3,7,0,7,4,0,24,O,1
8,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
8,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",0,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
8,2,X,O,4,3,"[[null,""O"",null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",1,1,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
8,3,O,X,4,3,"[[null,""O"",null,null],[null,""X"",null,null],[null,""X"",null,null],[null,null,null,null]]",2,0,1,13,0,0,1,3,0,3,1,0,9,2,1,2,10,1,11,4,0,24,X,-1
8,4,X,O,4,3,"[[null,""O"",null,null],[null,""X"",null,null],[""O"",""X"",null,null],[null,null,null,null]]",3,1,3,12,2,1,2,8,1,9,3,0,7,0,0,2,5,0,5,3,0,24,X,1
9,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,3,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
9,1,O,X,4,3,"[[null,null,null,""X""],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,24,O,1
9,2,X,O,4,3,"[[null,null,null,""X""],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",3,3,1,14,0,0,1,2,0,2,0,0,15,1,0,1,6,0,6,2,0,24,O,-1
9,3,O,X,4,3,"[[null,null,null,""X""],[null,null,null,null],[null,""O"",null,null],[null,null,null,""X""]]",1,2,1,13,1,0,1,6,0,6,2,0,12,0,0,2,5,0,5,2,0,24,O,1
9,4,X,O,4,3,"[[null,null,null,""X""],[null,null,""O"",null],[null,""O"",null,null],[null,null,null,""X""]]",3,0,1,12,0,0,2,5,0,5,2,0,7,2,1,2,10,1,11,6,0,24,O,-1
9,5,O,X,4,3,"[[null,null,null,""X""],[null,null,""O"",null],[null,""O"",null,null],[""X"",null,null,""X""]]",2,2,2,11,2,0,2,10,0,10,6,0,5,0,0,3,7,0,7,4,0,24,O,1
9,6,X,O,4,3,"[[null,null,null,""X""],[null,null,""O"",null],[null,""O"",""O"",null],[""X"",null,null,""X""]]",0,0,3,10,0,0,3,6,0,6,4,0,3,3,4,3,8,4,12,7,0,24,O,-1
9,7,O,X,4,3,"[[""X"",null,null,""X""],[null,null,""O"",null],[null,""O"",""O"",null],[""X"",null,null,""X""]]",0,2,4,9,3,4,3,7,4,11,7,0,1,0,0,4,8,0,8,8,0,24,O,1
10,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
10,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""X"",null],[null,null,null,null]]",2,0,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
10,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[""O"",null,""X"",null],[null,null,null,null]]",1,1,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
10,3,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[""O"",null,""X"",null],[null,null,null,null]]",1,3,2,13,0,0,1,2,0,2,1,0,10,2,2,2,8,2,10,4,0,24,X,-1
10,4,X,O,4,3,"[[null,null,null,null],[null,""X"",null,""O""],[""O"",null,""X"",null],[null,null,null,null]]",0,0,4,12,2,2,2,6,2,8,2,0,8,0,0,2,4,0,4,2,0,24,X,1
11,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
11,1,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
11,2,X,O,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,""O"",null,null],[null,null,null,null]]",3,3,0,14,0,0,1,4,0,4,1,0,13,1,0,1,7,0,7,3,0,24,O,-1
11,3,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,""O"",null,null],[null,null,null,""X""]]",2,2,0,13,1,0,1,7,0,7,3,0,10,0,0,2,7,0,7,3,0,24,O,1
11,4,X,O,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,""O"",""O"",null],[null,null,null,""X""]]",3,0,2,12,0,0,2,5,0,5,1,0,7,2,2,2,8,2,10,4,0,24,O,-1
11,5,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,""O"",""O"",null],[""X"",null,null,""X""]]",2,0,3,11,2,2,2,7,2,9,4,0,5,0,0,3,7,0,7,4,0,24,O,1
12,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
12,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
12,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",""O"",null],[null,null,null,null]]",1,1,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
12,3,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,""X"",""O"",null],[null,null,null,null]]",3,2,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
12,4,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,""X"",""O"",null],[null,null,""O"",null]]",0,1,5,12,2,2,2,5,2,7,1,0,7,1,1,2,4,1,5,2,0,24,X,1
13,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",0,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
13,1,O,X,4,3,"[[null,null,""X"",null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
13,2,X,O,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[null,null,null,null],[null,null,null,null]]",3,0,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,3,0,24,O,-1
13,3,O,X,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[null,null,null,null],[""X"",null,null,null]]",1,2,1,13,1,0,1,6,0,6,3,0,11,0,0,2,6,0,6,2,0,24,O,1
13,4,X,O,4,3,"[[null,null,""X"",null],[null,""O"",""O"",null],[null,null,null,null],[""X"",null,null,null]]",1,3,3,12,0,0,2,4,0,4,1,0,8,2,2,2,7,2,9,3,0,24,O,-1
13,5,O,X,4,3,"[[null,null,""X"",null],[null,""O"",""O"",""X""],[null,null,null,null],[""X"",null,null,null]]",1,0,4,11,2,1,2,7,1,8,3,0,5,0,0,3,7,0,7,4,0,24,O,1
14,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
14,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",3,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
14,2,X,O,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,""O"",null]]",1,2,0,14,1,0,1,7,0,7,3,0,13,0,0,1,4,0,4,1,0,24,X,1
14,3,O,X,4,3,"[[null,null,null,null],[null,""X"",""X"",null],[null,null,null,null],[null,null,""O"",null]]",0,1,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,4,0,24,X,-1
14,4,X,O,4,3,"[[null,""O"",null,null],[null,""X"",""X"",null],[null,null,null,null],[null,null,""O"",null]]",1,0,3,12,2,2,2,7,2,9,3,0,7,0,0,2,5,0,5,2,0,24,X,1
15,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,0,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
15,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[""X"",null,null,null]]",2,1,0,15,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,24,O,1
15,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,""O"",null,null],[""X"",null,null,null]]",1,3,1,14,0,0,1,2,0,2,0,0,15,1,0,1,6,0,6,2,0,24,O,-1
15,3,O,X,4,3,"[[null,null,null,null],[null,null,null,""X""],[null,""O"",null,null],[""X"",null,null,null]]",2,2,1,13,1,0,1,6,0,6,2,0,11,0,0,2,6,0,6,2,0,24,O,1
15,4,X,O,4,3,"[[null,null,null,null],[null,null,null,""X""],[null,""O"",""O"",null],[""X"",null,null,null]]",1,1,2,12,0,0,2,5,0,5,1,0,7,2,2,2,8,2,10,3,0,24,O,-1
15,5,O,X,4,3,"[[null,null,null,null],[null,""X"",null,""X""],[null,""O"",""O"",null],[""X"",null,null,null]]",2,0,6,11,2,2,2,4,2,6,2,0,5,1,1,3,6,1,7,4,0,24,O,1
16,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
16,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
16,2,X,O,4,3,"[[null,null,null,null],[null,""O"",""X"",null],[null,null,null,null],[null,null,null,null]]",2,2,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,X,1
16,3,O,X,4,3,"[[null,null,null,null],[null,""O"",""X"",null],[null,null,""X"",null],[null,null,null,null]]",0,3,4,13,1,0,1,3,0,3,1,0,9,2,2,2,6,2,8,2,0,24,X,-1
16,4,X,O,4,3,"[[null,null,null,""O""],[null,""O"",""X"",null],[null,null,""X"",null],[null,null,null,null]]",0,2,5,12,2,2,2,5,2,7,2,0,7,1,0,2,5,0,5,3,0,24,X,1
17,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,0,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
17,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[""X"",null,null,null],[null,null,null,null]]",1,1,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
17,2,X,O,4,3,"[[null,null,null,null],[null,""O"",null,null],[""X"",null,null,null],[null,null,null,null]]",2,3,1,14,0,0,1,3,0,3,1,0,14,1,0,1,6,0,6,3,0,24,O,-1
17,3,O,X,4,3,"[[null,null,null,null],[null,""O"",null,null],[""X"",null,null,""X""],[null,null,null,null]]",2,2,1,13,1,0,1,6,0,6,3,0,10,0,0,2,7,0,7,4,0,24,O,1
17,4,X,O,4,3,"[[null,null,null,null],[null,""O"",null,null],[""X"",null,""O"",""X""],[null,null,null,null]]",0,2,3,12,0,0,2,5,0,5,2,0,7,2,2,2,7,2,9,4,0,24,O,-1
17,5,O,X,4,3,"[[null,null,""X"",null],[null,""O"",null,null],[""X"",null,""O"",""X""],[null,null,null,null]]",0,0,4,11,2,2,2,6,2,8,4,0,5,0,0,3,7,0,7,5,0,24,O,1
18,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
18,1,O,X,4,3,"[[null,null,null,null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",0,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
18,2,X,O,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,null,null,null],[null,null,null,null]]",2,1,1,14,1,0,1,6,0,6,2,0,14,0,0,1,3,0,3,1,0,24,X,1
18,3,O,X,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[null,""X"",null,null],[null,null,null,null]]",2,0,1,13,0,0,1,3,0,3,1,0,9,2,2,2,9,2,11,6,0,24,X,-1
18,4,X,O,4,3,"[[null,null,""O"",null],[null,null,""X"",null],[""O"",""X"",null,null],[null,null,null,null]]",0,3,2,12,2,2,2,8,2,10,6,0,7,0,1,2,4,1,5,3,0,24,X,1
19,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,0,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
19,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[""X"",null,null,null],[null,null,null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,20,0,0,1,4,0,4,1,0,24,O,1
19,2,X,O,4,3,"[[null,null,null,null],[null,null,""O"",null],[""X"",null,null,null],[null,null,null,null]]",3,0,0,14,0,0,1,4,0,4,1,0,13,1,0,1,7,0,7,3,0,24,O,-1
19,3,O,X,4,3,"[[null,null,null,null],[null,null,""O"",null],[""X"",null,null,null],[""X"",null,null,null]]",1,0,1,13,1,0,1,6,0,6,2,0,12,0,1,2,4,1,5,1,0,24,O,1
19,4,X,O,4,3,"[[null,null,null,null],[""O"",null,""O"",null],[""X"",null,null,null],[""X"",null,null,null]]",1,3,3,12,0,0,2,3,0,3,0,0,11,1,1,2,6,1,7,4,0,24,O,-1
19,5,O,X,4,3,"[[null,null,null,null],[""O"",null,""O"",""X""],[""X"",null,null,null],[""X"",null,null,null]]",1,1,4,11,1,1,2,5,1,6,3,0,8,0,0,3,6,0,6,3,0,24,O,1
20,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",1,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
20,1,O,X,4,3,"[[null,null,null,null],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",0,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
20,2,X,O,4,3,"[[null,null,null,""O""],[null,""X"",null,null],[null,null,null,null],[null,null,null,null]]",1,2,0,14,1,0,1,7,0,7,3,0,14,0,0,1,3,0,3,0,0,24,X,1
20,3,O,X,4,3,"[[null,null,null,""O""],[null,""X"",""X"",null],[null,null,null,null],[null,null,null,null]]",3,3,1,13,0,0,1,2,0,2,0,0,10,2,2,2,9,2,11,4,0,24,X,-1
20,4,X,O,4,3,"[[null,null,null,""O""],[null,""X"",""X"",null],[null,null,null,null],[null,null,null,""O""]]",1,0,2,12,2,2,2,8,2,10,4,0,8,0,0,2,4,0,4,2,0,24,X,1
21,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,2,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
21,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""X"",null],[null,null,null,null]]",1,2,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,O,1
21,2,X,O,4,3,"[[null,null,null,null],[null,null,""O"",null],[null,null,""X"",null],[null,null,null,null]]",1,0,2,14,1,0,1,5,0,5,2,0,12,1,0,1,5,0,5,2,0,24,O,-1
21,3,O,X,4,3,"[[null,null,null,null],[""X"",null,""O"",null],[null,null,""X"",null],[null,null,null,null]]",1,1,3,13,1,0,1,4,0,4,1,0,9,1,0,2,8,0,8,4,0,24,O,1
21,4,X,O,4,3,"[[null,null,null,null],[""X"",""O"",""O"",null],[null,null,""X"",null],[null,null,null,null]]",0,3,5,12,1,0,2,6,0,6,2,0,6,2,1,2,6,1,7,2,0,24,O,-1
21,5,O,X,4,3,"[[null,null,null,""X""],[""X"",""O"",""O"",null],[null,null,""X"",null],[null,null,null,null]]",1,3,6,11,2,1,2,5,1,6,2,0,4,1,0,3,8,0,8,4,0,24,O,1
22,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",2,1,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,X,1
22,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",0,3,0,15,0,0,0,0,0,0,0,0,17,1,0,1,7,0,7,3,0,24,X,-1
22,2,X,O,4,3,"[[null,null,null,""O""],[null,null,null,null],[null,""X"",null,null],[null,null,null,null]]",2,2,1,14,1,0,1,6,0,6,2,0,15,0,0,1,2,0,2,0,0,24,X,1
22,3,O,X,4,3,"[[null,null,null,""O""],[null,null,null,null],[null,""X"",""X"",null],[null,null,null,null]]",2,0,1,13,0,0,1,2,0,2,0,0,10,2,2,2,9,2,11,4,0,24,X,-1
22,4,X,O,4,3,"[[null,null,null,""O""],[null,null,null,null],[""O"",""X"",""X"",null],[null,null,null,null]]",2,3,2,12,2,1,2,9,1,10,4,0,7,0,0,2,5,0,5,2,0,24,X,1
23,0,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[null,null,null,null]]",3,0,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,O,-1
23,1,O,X,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,null,null],[""X"",null,null,null]]",2,2,0,15,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,24,O,1
23,2,X,O,4,3,"[[null,null,null,null],[null,null,null,null],[null,null,""O"",null],[""X"",null,null,null]]",0,2,0,14,0,0,1,3,0,3,0,0,14,1,0,1,7,0,7,3,0,24,O,-1
